"","year","charter","study","vessel","boat","stationid","haul","start_date","start_time","end_time","start_latitude","start_longitude","end_latitude","end_longitude","duration","distance_fished_nm","distance_fished_km","net_width_m","aswept_nm2","aswept_nm2_new","aswept_km2_new","gear_temp","gear_depth"
"38","2016","NMFS","SBS","162","AKK","D-07","62","2016-06-13","17:15:14","17:46:26",55.99116,-164.05893,55.981,-164.01659,0.52,1.553996246,2.878,16.785,0.01408315168359,0.01408315168359,0.04830723,4.7,89
"39","2013","NMFS","SBS","89","ALD","D-08","28","2013-06-14","14:56:22","15:27:30",56.01615,-163.3619,56.00041,-163.39949,0.519,1.580994096,2.928,16.499,0.014083688687376,0.014083688687376,0.048309072,1.8,86
"40","2014","NMFS","SBS","94","VST","D-08","27","2014-06-13","13:20:52","13:52:04",55.99561,-163.41067,56.011,-163.3762,0.52,1.485421707,2.751,18.498,0.014835530720934,0.014835530720934,0.050887998,3.9,85
"41","2015","NMFS","SBS","162","AKK","D-08","30","2015-06-08","07:04:17","07:34:17",55.99596,-163.3968,56.02027,-163.39002,0.5,1.476782395,2.735,17.046,0.01359150460173,0.01359150460173,0.04662081,4.3,86
"42","2016","NMFS","SBS","162","AKK","D-08","31","2016-06-06","12:13:57","12:45:52",55.99564,-163.39741,56.02213,-163.40373,0.532,1.60367229,2.97,16.902,0.01463464757502,0.01463464757502,0.05019894,4.7,86
"43","2013","NMFS","SBS","162","AKK","D-09","26","2013-06-14","09:16:56","09:46:09",55.99841,-162.79884,55.99996,-162.84142,0.487,1.440605276,2.668,16.927,0.013165990614788,0.013165990614788,0.045161236,2.4,76
"44","2014","NMFS","SBS","162","AKK","D-09","28","2014-06-13","12:35:52","13:06:53",56.01271,-162.81682,55.9872,-162.80963,0.517,1.54967659,2.87,16.46,0.0137720772266,0.0137720772266,0.0472402,3.7,76
"45","2015","NMFS","SBS","94","VST","D-09","26","2015-06-07","16:14:43","16:45:08",56.00338,-162.8138,55.97875,-162.81782,0.507,1.484341793,2.749,16.176,0.012963838134192,0.012963838134192,0.044467824,4.2,75
"46","2016","NMFS","SBS","162","AKK","D-09","27","2016-06-05","12:16:48","12:49:26",56.01231,-162.81408,55.985,-162.82512,0.544,1.680886141,3.113,16.434,0.014914548991386,0.014914548991386,0.051159042,4.7,75
"47","2014","NMFS","SBS","162","AKK","D-10","29","2014-06-13","15:15:59","15:45:41",55.99199,-162.31045,55.9832,-162.26991,0.495,1.466523212,2.716,14.638,0.011590421506664,0.011590421506664,0.039756808,4,68
"48","2015","NMFS","SBS","94","VST","D-10","27","2015-06-08","06:44:59","07:16:22",56.00406,-162.23071,55.98539,-162.2636,0.523,1.577214397,2.921,16.542,0.014086636086006,0.014086636086006,0.048319182,4.7,68
"49","2016","NMFS","SBS","162","AKK","D-10","2","2016-05-31","07:11:10","07:44:03",56.00009,-162.30575,55.99195,-162.25911,0.548,1.648488721,3.053,16.768,0.014924362575232,0.014924362575232,0.051192704,5.2,71
"50","2016","NMFS","SBS","94","VST","E-03","74","2016-06-20","18:26:01","18:54:45",56.3237,-166.4077,56.34652,-166.40774,0.479,1.369330952,2.536,16.455,0.01216563710604,0.01216563710604,0.04172988,4.9,102
"51","2016","NMFS","SBS","94","VST","E-04","63","2016-06-15","12:37:35","13:09:45",56.3431,-165.7938,56.31699,-165.80335,0.536,1.598812677,2.961,16.58,0.01431234035154,0.01431234035154,0.04909338,4.7,89
"52","2016","NMFS","SBS","94","VST","E-05","62","2016-06-15","09:49:20","10:20:39",56.34087,-165.19722,56.31676,-165.21532,0.522,1.568035128,2.904,16.787,0.014212072823784,0.014212072823784,0.048749448,4.6,84
"53","2016","NMFS","SBS","162","AKK","E-06","60","2016-06-13","12:17:10","12:47:32",56.32133,-164.55633,56.29748,-164.57075,0.506,1.510259729,2.797,16.675,0.013597091831675,0.013597091831675,0.046639975,4.7,85
"54","2016","NMFS","SBS","162","AKK","E-07","59","2016-06-13","09:53:08","10:23:33",56.34304,-164.03106,56.31895,-164.04555,0.507,1.524298611,2.823,16.931,0.013934173364529,0.013934173364529,0.047796213,4.7,84
"55","2013","NMFS","SBS","89","ALD","E-08","29","2013-06-14","17:41:34","18:13:15",56.32096,-163.41742,56.34687,-163.41882,0.528,1.555616117,2.881,15.491,0.013010992722343,0.013010992722343,0.044629571,1.4,82
"56","2014","NMFS","SBS","94","VST","E-08","28","2014-06-13","16:19:17","16:48:52",56.31244,-163.4249,56.33155,-163.39561,0.493,1.508639858,2.794,15.766,0.012842088122732,0.012842088122732,0.044050204,3.6,83
"57","2015","NMFS","SBS","162","AKK","E-08","31","2015-06-08","09:55:52","10:11:50",56.32585,-163.41674,56.33865,-163.4204,0.266,0.77753808,1.44,16.549,0.00694739464848,0.00694739464848,0.02383056,3.6,83
"58","2016","NMFS","SBS","162","AKK","E-08","33","2016-06-06","16:19:09","16:50:07",56.33344,-163.41849,56.30754,-163.42276,0.516,1.56047573,2.89,14.987,0.01262700265519,0.01262700265519,0.04331243,4.7,81
"59","2013","NMFS","SBS","89","ALD","E-09","27","2013-06-14","11:35:26","12:08:01",56.34484,-162.79486,56.31849,-162.79728,0.543,1.583153924,2.932,16.277,0.013913168703412,0.013913168703412,0.047724164,1.6,76
"60","2014","NMFS","SBS","162","AKK","E-09","27","2014-06-13","09:51:30","10:21:59",56.33424,-162.79388,56.30888,-162.79214,0.508,1.52267874,2.82,15.765,0.0129607700409,0.0129607700409,0.0444573,3.5,77
"61","2015","NMFS","SBS","94","VST","E-09","25","2015-06-07","13:33:55","14:04:20",56.33962,-162.7953,56.31482,-162.79151,0.507,1.493521062,2.766,15.63,0.01260372374514,0.01260372374514,0.04323258,4.2,76
"62","2016","NMFS","SBS","162","AKK","E-09","26","2016-06-05","09:40:36","10:12:24",56.35922,-162.79596,56.33233,-162.79709,0.53,1.613931473,2.989,16.633,0.014493865414721,0.014493865414721,0.049716037,4.7,76
"63","2013","NMFS","SBS","162","AKK","E-10","24","2013-06-13","17:00:28","17:31:18",56.33512,-162.19952,56.3101,-162.20617,0.514,1.517819127,2.811,15.744,0.012902196396672,0.012902196396672,0.044256384,2,75
"64","2014","NMFS","SBS","94","VST","E-10","24","2014-06-12","17:40:17","18:10:03",56.34819,-162.17874,56.32629,-162.1957,0.496,1.431426007,2.651,16.055,0.012408170697065,0.012408170697065,0.042561805,3.5,76
"65","2015","NMFS","SBS","162","AKK","E-10","29","2015-06-07","17:15:04","17:40:23",56.35048,-162.17668,56.33153,-162.19418,0.422,1.278618176,2.368,15.38,0.01061758521472,0.01061758521472,0.03641984,4.4,76
"66","2016","NMFS","SBS","162","AKK","E-10","3","2016-05-31","10:27:54","10:59:53",56.33056,-162.22099,56.32581,-162.17485,0.533,1.570194956,2.908,17.228,0.014605518763792,0.014605518763792,0.050099024,4.9,75
"67","2013","NMFS","SBS","89","ALD","E-11","12","2013-06-11","09:40:37","10:12:32",56.31591,-161.63167,56.34264,-161.62856,0.532,1.606912032,2.976,15.81,0.01371679090848,0.01371679090848,0.04705056,2.6,62
"68","2014","NMFS","SBS","162","AKK","E-11","12","2014-06-10","09:41:01","10:11:26",56.33421,-161.533,56.33165,-161.57785,0.507,1.508639858,2.794,15.457,0.012590394273314,0.012590394273314,0.043186858,4.6,61
"69","2015","NMFS","SBS","162","AKK","E-11","15","2015-06-04","18:09:45","18:41:33",56.32903,-161.60339,56.32572,-161.65115,0.53,1.611231688,2.984,16.114,0.014018124081808,0.014018124081808,0.048084176,4.8,61
"70","2016","NMFS","SBS","162","AKK","E-11","4","2016-05-31","13:35:53","14:07:48",56.33183,-161.63344,56.33093,-161.58534,0.532,1.610691731,2.983,16.477,0.014329106705903,0.014329106705903,0.049150891,5.4,61
"71","2013","NMFS","SBS","89","ALD","E-12","11","2013-06-11","06:29:11","06:59:33",56.33449,-160.98767,56.32543,-161.03104,0.506,1.54967659,2.87,14.706,0.01230450593526,0.01230450593526,0.04220622,2.9,51
"72","2014","NMFS","SBS","162","AKK","E-12","11","2014-06-10","07:05:57","07:36:01",56.33454,-160.9655,56.34299,-161.00634,0.501,1.4578839,2.7,14.695,0.0115670090745,0.0115670090745,0.0396765,5,52
"73","2015","NMFS","SBS","162","AKK","E-12","14","2015-06-04","15:15:21","15:46:08",56.34301,-160.99652,56.31789,-160.99556,0.513,1.507559944,2.792,15.483,0.012602544785688,0.012602544785688,0.043228536,5.3,50
"74","2016","NMFS","SBS","94","VST","E-12","2","2016-05-31","07:08:57","07:42:08",56.33665,-161.01089,56.32551,-160.96539,0.553,1.662527603,3.079,16.777,0.015059540305139,0.015059540305139,0.051656383,6.1,52
"75","2016","NMFS","SBS","94","VST","F-03","75","2016-06-21","07:06:01","07:37:02",56.65312,-166.44168,56.67865,-166.44082,0.517,1.531858009,2.837,15.834,0.013095970801914,0.013095970801914,0.044921058,4.6,83
"76","2016","NMFS","SBS","94","VST","F-04","60","2016-06-14","18:13:54","18:46:29",56.68264,-165.8443,56.65782,-165.8647,0.543,1.635529753,3.029,15.633,0.013804774693281,0.013804774693281,0.047352357,4.5,76
"77","2016","NMFS","SBS","94","VST","F-05","61","2016-06-15","07:03:46","07:35:41",56.67459,-165.20061,56.65511,-165.23201,0.532,1.5658753,2.9,16.231,0.0137224291567,0.0137224291567,0.0470699,4.5,74
"78","2016","NMFS","SBS","162","AKK","F-06","57","2016-06-12","14:14:42","14:44:42",56.68684,-164.57903,56.66697,-164.55154,0.5,1.500540503,2.779,16.808,0.013617340839256,0.013617340839256,0.046709432,4.7,73
"79","2016","NMFS","SBS","162","AKK","F-07","58","2016-06-13","07:25:16","07:56:06",56.67186,-164.02096,56.64691,-164.03232,0.514,1.543737063,2.859,16.84,0.01403601954348,0.01403601954348,0.04814556,4.8,73
"80","2016","NMFS","SBS","162","AKK","F-08","34","2016-06-07","07:11:29","07:42:59",56.65846,-163.38192,56.6851,-163.37933,0.525,1.600972505,2.965,16.982,0.01467916174879,0.01467916174879,0.05035163,4.7,73
"81","2013","NMFS","SBS","89","ALD","F-09","26","2013-06-14","08:57:41","09:28:28",56.67848,-162.78768,56.65277,-162.79364,0.513,1.554536203,2.879,15.605,0.013097643326735,0.013097643326735,0.044926795,1.3,69
"82","2014","NMFS","SBS","162","AKK","F-09","26","2014-06-13","07:08:30","07:38:12",56.68837,-162.79835,56.66429,-162.79182,0.495,1.460583685,2.705,16.378,0.01291563781717,0.01291563781717,0.04430249,3.4,70
"83","2015","NMFS","SBS","94","VST","F-09","24","2015-06-07","10:34:56","11:06:55",56.64779,-162.77401,56.67464,-162.77096,0.533,1.613931473,2.989,16.663,0.014520007178831,0.014520007178831,0.049805707,4.3,70
"84","2016","NMFS","SBS","162","AKK","F-09","25","2016-06-05","07:08:37","07:39:24",56.69197,-162.79034,56.66624,-162.78268,0.513,1.564795386,2.898,15.757,0.013312500523938,0.013312500523938,0.045663786,4.9,69
"85","2013","NMFS","SBS","162","AKK","F-10","23","2013-06-13","14:28:12","14:59:13",56.67517,-162.18089,56.64984,-162.18626,0.517,1.530238138,2.834,15.85,0.0130953416737,0.0130953416737,0.0449189,1.3,70
"86","2014","NMFS","SBS","94","VST","F-10","23","2014-06-12","14:58:15","15:28:55",56.68394,-162.17396,56.65847,-162.18301,0.511,1.557235988,2.884,15.57,0.01309096284804,0.01309096284804,0.04490388,3.7,67
"87","2015","NMFS","SBS","162","AKK","F-10","28","2015-06-07","14:43:35","15:13:35",56.67769,-162.18042,56.65284,-162.18149,0.5,1.491361234,2.762,15.278,0.012302061722588,0.012302061722588,0.042197836,4.4,69
"88","2016","NMFS","SBS","162","AKK","F-10","24","2016-06-04","17:04:26","17:35:49",56.68919,-162.17857,56.66327,-162.18652,0.523,1.577754354,2.922,15.716,0.013387822739016,0.013387822739016,0.045922152,5,67
"89","2013","NMFS","SBS","89","ALD","F-11","14","2013-06-11","14:03:24","14:20:37",56.6732,-161.57696,56.6857,-161.58497,0.287,0.795896618,1.474,15.02,0.00645438902284,0.00645438902284,0.02213948,1.6,87
"90","2014","NMFS","SBS","162","AKK","F-11","13","2014-06-10","12:32:40","13:02:04",56.65324,-161.5845,56.67674,-161.59236,0.49,1.434125792,2.656,14.77,0.01143658304096,0.01143658304096,0.03922912,3.5,87
"91","2015","NMFS","SBS","94","VST","F-11","12","2015-06-05","06:42:21","06:58:33",56.66233,-161.6001,56.67506,-161.60341,0.27,0.771058596,1.428,16.019,0.006668855857356,0.006668855857356,0.022875132,4.3,86
"92","2016","NMFS","SBS","162","AKK","F-11","5","2016-05-31","17:08:25","17:40:45",56.65349,-161.57424,56.67907,-161.55689,0.539,1.639849409,3.037,15.79,0.01398024053459,0.01398024053459,0.04795423,5,88
"93","2013","NMFS","SBS","162","AKK","F-12","12","2013-06-11","12:01:58","12:33:24",56.67129,-160.96972,56.67135,-161.01581,0.524,1.529158224,2.832,16.285,0.01344524541096,0.01344524541096,0.04611912,2.4,66
"94","2014","NMFS","SBS","94","VST","F-12","13","2014-06-10","15:01:53","15:32:29",56.65664,-160.97013,56.68112,-160.96192,0.51,1.494061019,2.767,15.208,0.012267864901688,0.012267864901688,0.042080536,4.2,67
"95","2015","NMFS","SBS","162","AKK","F-12","13","2015-06-04","12:37:17","13:08:40",56.66138,-160.97423,56.65909,-161.0196,0.523,1.5118796,2.8,16.149,0.0131823059676,0.0131823059676,0.0452172,4.5,66
"96","2016","NMFS","SBS","94","VST","F-12","3","2016-05-31","11:04:09","11:36:26",56.64691,-161.01462,56.67274,-161.01443,0.538,1.550216547,2.871,17.062,0.014280744588066,0.014280744588066,0.048985002,5.4,64
"97","2013","NMFS","SBS","162","AKK","F-13","11","2013-06-11","09:32:02","10:02:42",56.66678,-160.36897,56.66438,-160.4132,0.511,1.47408261,2.73,16.881,0.01343533620429,0.01343533620429,0.04608513,2.7,58
"98","2014","NMFS","SBS","94","VST","F-13","12","2014-06-10","12:20:37","12:51:17",56.66167,-160.33624,56.65588,-160.38275,0.511,1.58207401,2.93,15.714,0.01342276821666,0.01342276821666,0.04604202,5,55
"99","2015","NMFS","SBS","162","AKK","F-13","12","2015-06-04","09:46:07","10:17:23",56.67134,-160.36061,56.6701,-160.40606,0.521,1.509179815,2.795,15.618,0.01272608889123,0.01272608889123,0.04365231,4.7,59
"100","2016","NMFS","SBS","94","VST","F-13","4","2016-05-31","15:08:47","15:41:22",56.66951,-160.36641,56.67293,-160.31798,0.543,1.619331043,2.999,16.838,0.014721589129346,0.014721589129346,0.050497162,5.7,57
"101","2013","NMFS","SBS","162","AKK","F-14","10","2013-06-11","06:55:15","07:25:22",56.67677,-159.72109,56.66666,-159.76178,0.502,1.480022137,2.741,15.134,0.012093457616702,0.012093457616702,0.041482294,5.5,35
"102","2014","NMFS","SBS","94","VST","F-14","11","2014-06-10","09:38:54","10:09:12",56.69308,-159.6911,56.68462,-159.73439,0.505,1.522138783,2.819,14.707,0.012086676267589,0.012086676267589,0.041459033,5.9,35
"103","2015","NMFS","SBS","162","AKK","F-14","11","2015-06-04","07:07:36","07:38:26",56.6781,-159.74242,56.667,-159.78287,0.514,1.497840718,2.774,14.097,0.011400420704574,0.011400420704574,0.039105078,5.5,35
"104","2016","NMFS","SBS","94","VST","F-14","5","2016-06-01","07:13:18","07:44:48",56.65777,-159.71866,56.68407,-159.71343,0.525,1.588013537,2.941,14.294,0.012255654916582,0.012255654916582,0.042038654,6.6,33
"105","2016","NMFS","SBS","94","VST","G-03","76","2016-06-21","09:44:19","10:15:45",56.98994,-166.46035,57.01514,-166.46246,0.524,1.514039428,2.804,15.919,0.013013122370908,0.013013122370908,0.044636876,4.2,72
"106","2016","NMFS","SBS","94","VST","G-04","59","2016-06-14","15:33:01","16:04:56",57.00978,-165.8384,56.98446,-165.84931,0.532,1.561015687,2.891,15.457,0.013027498154671,0.013027498154671,0.044686187,4.2,70
"107","2016","NMFS","SBS","94","VST","G-05","58","2016-06-14","12:41:09","13:13:22",57.01507,-165.23326,56.98969,-165.2301,0.537,1.525918482,2.826,15.218,0.012537688022244,0.012537688022244,0.043006068,4.6,68
"108","2016","NMFS","SBS","162","AKK","G-06","56","2016-06-12","11:52:32","12:22:36",56.98825,-164.59095,56.9641,-164.60223,0.501,1.496220847,2.771,15.8,0.0127638394994,0.0127638394994,0.0437818,4.8,68
"109","2016","NMFS","SBS","162","AKK","G-07","55","2016-06-12","09:26:06","09:56:02",57.01783,-164.03588,56.99358,-164.04825,0.499,1.510799686,2.798,15.75,0.0128474220105,0.0128474220105,0.0440685,4.7,66
"110","2013","NMFS","SBS","89","ALD","G-08","30","2013-06-15","06:32:01","07:03:35",56.99188,-163.38963,57.01751,-163.39262,0.526,1.541037278,2.854,15.698,0.013061288287036,0.013061288287036,0.044802092,0,63
"111","2014","NMFS","SBS","94","VST","G-08","30","2014-06-14","06:57:46","07:27:46",56.99841,-163.36249,57.01333,-163.39974,0.5,1.51727917,2.81,16.644,0.01363489345812,0.01363489345812,0.04676964,3.8,64
"112","2015","NMFS","SBS","162","AKK","G-08","33","2015-06-08","14:45:02","15:15:06",56.98713,-163.38706,57.0112,-163.3925,0.501,1.455184115,2.695,16.453,0.012926816650055,0.012926816650055,0.044340835,4,64
"113","2016","NMFS","SBS","162","AKK","G-08","35","2016-06-07","09:59:30","10:30:02",57.0053,-163.35095,57.00735,-163.30428,0.509,1.539417407,2.851,16.188,0.013454827517604,0.013454827517604,0.046151988,4.9,64
"114","2013","NMFS","SBS","89","ALD","G-09","25","2013-06-14","06:25:35","06:56:54",57.00847,-162.78163,56.98407,-162.79957,0.522,1.578294311,2.923,15.543,0.013244982355737,0.013244982355737,0.045432189,0.9,58
"115","2014","NMFS","SBS","162","AKK","G-09","25","2014-06-12","17:28:57","17:59:44",57.0123,-162.79116,56.98776,-162.78879,0.513,1.474622567,2.731,16.198,0.012896468939354,0.012896468939354,0.044236738,4,58
"116","2015","NMFS","SBS","94","VST","G-09","22","2015-06-07","06:41:39","07:12:58",57.01088,-162.78702,56.98522,-162.7946,0.522,1.559935773,2.889,15.975,0.013454765421075,0.013454765421075,0.046151775,4.6,58
"117","2016","NMFS","SBS","162","AKK","G-09","36","2016-06-07","12:27:00","12:58:08",57.02995,-162.79867,57.05586,-162.79492,0.519,1.56047573,2.89,16.393,0.01381160035541,0.01381160035541,0.04737577,5.3,58
"118","2013","NMFS","SBS","162","AKK","G-10","22","2013-06-13","11:55:13","12:25:38",57.01265,-162.15689,56.98822,-162.16094,0.507,1.471922782,2.726,15.776,0.012537486281408,0.012537486281408,0.043005376,1.9,58
"119","2014","NMFS","SBS","94","VST","G-10","22","2014-06-12","12:14:08","12:44:22",57.0187,-162.15967,56.99405,-162.16683,0.504,1.497840718,2.774,16.164,0.013072029528888,0.013072029528888,0.044838936,4.3,57
"120","2015","NMFS","SBS","162","AKK","G-10","27","2015-06-07","12:08:13","12:39:03",57.0109,-162.16388,56.98562,-162.16791,0.514,1.52267874,2.82,16.02,0.0131704114212,0.0131704114212,0.0451764,4.9,59
"121","2016","NMFS","SBS","162","AKK","G-10","23","2016-06-04","14:33:16","15:05:22",57.02433,-162.17023,56.99796,-162.1858,0.535,1.663607517,3.081,15.97,0.01434446437281,0.01434446437281,0.04920357,5.6,55
